productId,name,gender,category,articleType,color,season,usage,price
35022,Fabindia Women Chanderi Stole,Women,top,Stoles,grey,Summer,Ethnic,34
6725,Puma Unisex Scrunch Shoe,Unisex,shoes,Casual Shoes,grey,Summer,Casual,86
54829,Ivory Tag Women Sling Bag,Women,accessory,Handbags,brown,Winter,Casual,42
47402,Baggit Women Parinacrush Purse,Women,accessory,Clutches,brown,Summer,Casual,38
17372,Arrow Men Formal Tie+Cufflink+Pocket Square - Combo Pack,Men,top,Accessory Gift Set,red,Fall,Formal,26
23147,Quechua Women Fleece Sweatshirt,Women,top,Sweatshirts,black,Fall,Casual,21
49598,Catwalk Women & Heels,Women,shoes,Heels,grey,Winter,Casual,97
3257,Puma Men'S Royal Hi Evo Shoe,Men,shoes,Sports Shoes,white,Fall,Sports,61
26435,Spice Art Women Handbag,Women,accessory,Handbags,black,Winter,Casual,39
12600,Tantra Unisex Printed Tshirts,Unisex,top,Tshirts,black,Fall,Casual,28
30550,Inkfruit Men Printed T-Shirt,Men,top,Tshirts,blue,Fall,Casual,48
2385,Tape Semi Casual Men'S Shoe,Men,shoes,Casual Shoes,brown,Winter,Casual,76
40627,Span Women Lavender Kurta,Women,top,Kurtas,purple,Summer,Ethnic,34
24362,Folklore Women Printed Kurta,Women,top,Kurtas,brown,Fall,Ethnic,40
10157,Puma Unisex Puma Flips Flip Flops,Unisex,shoes,Flip Flops,blue,Fall,Casual,89
57690,Lotus Herbals Acne Gel,Women,top,Face Moisturisers,white,Spring,,23
11085,Scullers Men Check Shirts,Men,top,Shirts,green,Fall,Casual,47
32207,Fabindia Women Mustard Kurta,Women,top,Kurtas,mustard,Summer,Ethnic,40
44287,Indian Terrain Men T-Shirt,Men,top,Tshirts,purple,Summer,Casual,25
37775,John Players Men & Check Shirt,Men,top,Shirts,blue,Summer,Casual,22
4072,Numero Uno Women Canvas Shoe,Women,shoes,Casual Shoes,grey,Summer,Casual,68
45355,Cobblerz Women Sandals,Women,shoes,Heels,beige,Summer,Casual,55
21610,Enamor Women Smooth Bra,Women,top,Bra,black,Summer,Casual,32
24150,Adidas Men T-Shirt,Men,top,Tshirts,red,Spring,Casual,23
44889,Puma Men And Rugby Polo T-Shirt,Men,top,Tshirts,black,Summer,Casual,28
10365,United Colors Of Benetton Women Short Dresses,Women,top,Dresses,black,Fall,Casual,22
40415,Tonga Women Coral Top,Women,top,Tops,orange,Summer,Casual,30
32035,Playboy Men Socks,Men,top,Socks,grey,Summer,Casual,20
56570,Streetwear Shine Divine Whitening Liquid Snow Foundation,Women,top,Foundation and Primer,beige,Spring,Casual,38
25082,Lino Perros Men Formal Accessory Gift Set,Men,top,Accessory Gift Set,black,Winter,Formal,27
5392,Kalenji Crossport 100 Whi/Champ,Unisex,shoes,Sports Shoes,white,,Sports,80
37547,Madagascar 3 Infants Boys Tshirt,Boys,top,Tshirts,yellow,Summer,Casual,35
53002,Fnf Printed Sari,Women,top,Sarees,purple,Fall,Ethnic,41
15617,Nike Women Trainng Lavender T-Shirt,Women,top,Tshirts,purple,Fall,Casual,44
32809,Ipanema Women Ritmos Flats,Women,shoes,Heels,blue,Winter,Casual,56
21422,Roxy Women Top,Women,top,Tops,green,Winter,Casual,20
4240,Probase Men'S Musical Figures T-Shirt,Men,top,Tshirts,green,Summer,Casual,21
36495,Folklore Women Printed Kurta,Women,top,Kurtas,green,Summer,Ethnic,28
45167,Casio Enticer Women Dial Analogue Watch A537,Women,accessory,Watches,silver,Winter,Casual,15
35210,Wildcraft Unisex & Backpack,Unisex,accessory,Backpacks,red,Summer,Casual,20
51755,Catwalk Women Shoes,Women,shoes,Casual Shoes,black,Winter,Casual,56
3859,Ed Hardy Men'S Skull Rider T-Shirt,Men,top,Tshirts,white,Summer,Casual,26
6517,Nike Unisex Hayward 25 M Backpack,Unisex,accessory,Backpacks,black,Summer,Casual,15
18934,Levi'Si Men Embroidery Tshirt,Men,top,Tshirts,purple,Fall,Casual,32
47630,Carlton London Women Shoes,Women,shoes,Flats,blue,Winter,Casual,88
26607,Puma Men Cell Varex Sports Shoes,Men,shoes,Sports Shoes,black,Summer,Sports,83
12432,Timberland Men Pack Of 3 Socks,Men,top,Socks,brown,Fall,Casual,50
3065,Tantra Women Tiger T-Shirt,Women,top,Tshirts,black,Summer,Casual,44
30762,Fabindia Men Printed Kurta,Men,top,Kurtas,olive,Summer,Ethnic,28
43290,Murcia Women Tribal Handbag,Women,accessory,Handbags,orange,Summer,Casual,77
48678,Lucera Women Earrings,Women,accessory,Earrings,silver,Summer,Casual,75
39240,Femella Women Nightdress,Women,top,Nightdress,brown,Summer,Casual,44
38392,Adidas Mumbai Indians Men Match Jersey,Men,top,Tshirts,blue,Summer,Sports,30
40288,Warner Bros Kids Unisex Flip Flops,Unisex,shoes,Flip Flops,pink,Summer,Casual,88
36208,Gini Jony Boys Jacket,Boys,top,Jackets,black,Summer,Casual,33
1993,Puma Women Femme Fatale T-Shirt,Women,top,Tshirts,grey,Fall,Casual,30
14158,Belmonte Men Formal Sliver Cufflinks,Men,top,Cufflinks,silver,Fall,Formal,31
58277,Baggit Women Libra Jhuti Sling Bag,Women,accessory,Handbags,beige,Summer,Casual,58
44628,Nike Men Training T-Shirt,Men,top,Tshirts,grey,Summer,Sports,30
27974,Jockey Sp-Ow Men Innerwear T-Shirt Sp12,Men,top,Innerwear Vests,white,Summer,Casual,46
28100,Jockey Comfplus Men Y Front Briefs 8004,Men,top,Briefs,black,Summer,Casual,27
7258,Rockport Men Rocky Brookl Nubuck Floater,Men,shoes,Sandals,black,Fall,Casual,73
27148,Mark Taylor Men Striped Shirt,Men,top,Shirts,grey,Summer,Formal,41
18795,Peter England Unisex Casual Bag,Unisex,accessory,Laptop Bag,beige,Fall,Casual,66
50826,New Hide Men Wallet,Men,accessory,Wallets,black,Summer,Casual,63
8210,Tape Men'S Casual Shoe,Men,shoes,Casual Shoes,brown,Winter,Casual,89
49137,Deborah 24 Ore Eye Pencil 267,Women,top,Kajal and Eyeliner,blue,Spring,Casual,21
55568,Revlon Women Charlie Deo,Women,top,Deodorant,gold,Spring,Casual,31
19647,United Colors Of Benetton Women Solid Top,Women,top,Tops,pink,Summer,Casual,47
46943,York Women Secrets Perfume,Women,top,Perfume and Body Mist,yellow,Spring,Casual,30
28332,Tape Men Casual Sandals,Men,shoes,Sandals,black,Winter,Casual,56
50228,Stoln Women Belt,Women,accessory,Belts,black,Summer,Casual,15
13973,Puma Men Tropi Cat Slippers,Men,shoes,Sandals,green,Fall,Casual,79
22608,Nike Men Solid Jacket,Men,top,Jackets,blue,Fall,Sports,47
54688,Shree Women & Printed Salwar Suit With Dupatta,Women,top,Kurta Sets,pink,Fall,Ethnic,42
6984,S.Oliver Men'S Polo Stripe T-Shirt,Men,top,Tshirts,purple,Summer,Casual,32
19475,Quiksilver Men Nautical Sweatshirt,Men,top,Sweatshirts,blue,Summer,Casual,43
7856,Proline Men Teal Striped Polo T-Shirt,Men,top,Tshirts,teal,Fall,Casual,46
8022,Fila Men'S Single Tipped Woven Track Pant,Men,bottom,Track Pants,blue,Fall,Sports,58
49305,Arrow Men Pack Of 5 Basic Plating Socks,Men,top,Socks,black,Summer,Casual,49
11618,W Women Solid Kurtas,Women,top,Kurtas,yellow,Summer,Ethnic,24
36806,Maxima Women Dial Watch,Women,accessory,Watches,silver,Winter,Casual,18
33548,Wrangler Men Nimrod Oxford Shirt,Men,top,Shirts,blue,Summer,Casual,39
58879,Hakashi Men Tie,Men,top,Ties,red,Summer,Casual,23
20963,Fastrack Women Polyester Sling Bag,Women,accessory,Handbags,black,Winter,Casual,50
58045,Rreverie & Earrings,Women,accessory,Earrings,gold,Fall,Casual,46
46729,Rasasi Women Cherish Perfume,Women,top,Perfume and Body Mist,white,Spring,Casual,31
3892,Disney Kids Girl'S Minnie Top With Bow Kidswear,Girls,top,Tshirts,pink,Summer,Casual,34
16059,Highlander Men Solid Trouser,Men,bottom,Trousers,olive,Fall,Casual,49
29684,Indigo Nation Men Charcoal Trousers,Men,bottom,Trousers,grey,Summer,Formal,51
2940,Dusg Women Peacock Ladies Organic Cotton Top,Women,top,Tops,red,Fall,Casual,41
34309,Fabindia Women Silk & Wool Stole,Women,top,Stoles,pink,Summer,Ethnic,47
19011,Adidas Originals Women Flock Track Pants,Women,bottom,Track Pants,purple,Summer,Casual,45
8446,Jealous 21 Women Jealous Pam Top Tops,Women,top,Tops,grey,Fall,Casual,36
16865,Idee Women Funky Eyewear Sunglasses,Women,accessory,Sunglasses,black,Winter,Casual,67
49761,Vishudh Leggings,Women,bottom,Leggings,white,Summer,Casual,51
9594,Scullers Men Scul Shirts,Men,top,Shirts,white,Fall,Casual,26
57469,Puma Unisex Shoes,Unisex,shoes,Casual Shoes,black,Fall,Casual,50
44842,Puma Men Lifestyle T-Shirt,Men,top,Tshirts,black,Summer,Casual,40
52927,Fnf Printed Sari,Women,top,Sarees,blue,Fall,Ethnic,50
45990,Fabindia Mangalagiri Sari,Women,top,Sarees,pink,Summer,Ethnic,50
25049,Lino Perros Men Formal Accessory Gift Set,Men,top,Accessory Gift Set,grey,Winter,Formal,46
5359,Kipsta F300 Tf Sr Ah09,Men,shoes,Sports Shoes,white,Summer,Sports,70
33910,Citizen Men Dial Watch,Men,accessory,Watches,silver,Winter,Casual,17
25875,American Tourister Unisex Buzz Backpack,Unisex,accessory,Backpacks,blue,Winter,Casual,61
5957,Locomotive Men Checked Shirt,Men,top,Shirts,grey,Summer,Casual,47
4885,Levis Kids Girl'S Darcy Kidswear,Women,top,Tops,purple,Summer,Casual,21
39624,Nike Men Sweet Classic Casual Shoes,Men,shoes,Casual Shoes,blue,Summer,Casual,97
20709,Buckaroo Men Dark Cargo Leather Casual Shoes,Men,shoes,Casual Shoes,brown,Summer,Smart Casual,70
11872,Franco Leone Men Formal Formal Shoes,Men,shoes,Formal Shoes,black,Summer,Formal,93
52329,Toniq Women Set Of 6 Bangles,Women,accessory,Bangle,pink,Winter,Casual,71
42987,Nike Men Air Visi Pro Sports Shoes,Men,shoes,Sports Shoes,white,Summer,Sports,64
55930,Colorbar Extrovert Nail Lacquer 40,Women,top,Nail Polish,pink,Spring,Casual,39
28564,Nike Men Air Bags T-Shirt,Men,top,Tshirts,black,Summer,Casual,35
43855,Royal Diadem Earrings,Women,accessory,Earrings,gold,Summer,Ethnic,66
8674,Fastrack Titan Men Sunglasses Ftml016Nygp2,Men,accessory,Sunglasses,brown,Winter,Casual,25
31449,Nike Men Training Shorts,Men,bottom,Shorts,black,Summer,Sports,41
49553,Rocia Women Handbag,Women,accessory,Handbags,brown,Summer,Casual,69
22862,Woodland Men Shoes,Men,shoes,Casual Shoes,brown,Fall,Casual,80
19223,United Colors Of Benetton Men Check Tie,Men,top,Ties,blue,Summer,Formal,41
34907,Fabindia Hand Printed Kota Dupatta,Women,top,Dupatta,red,Summer,Ethnic,47
43069,Nike Men Tailwind T-Shirt,Men,top,Tshirts,grey,Summer,Casual,42
48481,French Connection Dress,Women,top,Dresses,black,Summer,Casual,48
3866,Wrangler Men'S Wild Spirit Striper Peach T-Shirt,Men,top,Tshirts,orange,Summer,Casual,23
29670,Indigo Nation Men Printed Shirt,Men,top,Shirts,black,Summer,Casual,43
6528,Nike Men'S Pique Polo T-Shirt,Men,top,Tshirts,red,Summer,Sports,32
26638,Puma Men Drift Casual Shoes,Men,shoes,Casual Shoes,red,Summer,Casual,68
16891,Police Men Casual Sunglasses,Men,accessory,Sunglasses,black,Winter,Casual,39
48647,Lucera Women Earrings,Women,accessory,Earrings,silver,Summer,Casual,33
17943,Puma Men Tshirt,Men,top,Tshirts,yellow,Fall,Casual,47
9560,Nike Men Tmtsc T-Shirts,Men,top,Tshirts,white,Summer,Sports,36
2188,Adidas Women Stripe Swimming Cap,Women,top,Swimwear,black,Summer,Sports,48
38530,Puma Men Charcoal Sports Shoes,Men,shoes,Sports Shoes,grey,Summer,Sports,86
53801,Puma Men T-Shirt,Men,top,Tshirts,green,Summer,Casual,45
45964,Tokyo Talkies Women Printed T-Shirt,Women,top,Tshirts,white,Summer,Casual,47
11288,Wrangler Men Texas Jeans,Men,bottom,Jeans,unknown,Fall,Casual,52
37578,Madagascar 3 Infant Girls Light Mittens,Girls,top,Gloves,green,Summer,Casual,36
24953,United Colors Of Benetton Women T-Shirt,Women,top,Tshirts,pink,Summer,Casual,21
59507,Lucera Pendant With Chain,Women,accessory,Pendant,silver,Summer,Casual,31
15628,Nike Men As Squad Ft Fz Hoody Sweatshirt,Men,top,Sweatshirts,black,Fall,Casual,35
32836,Grendha Women Flori Sandals,Women,shoes,Flats,pink,Winter,Casual,100
45158,Casio Enticer Men Dial Analogue Watch A510,Men,accessory,Watches,brown,Winter,Casual,26
25881,American Tourister Unisex Casual Backpack,Unisex,accessory,Backpacks,olive,Winter,Casual,53
40618,Span Women Kurta,Women,top,Kurtas,purple,Summer,Ethnic,46
10168,United Colors Of Benetton Men Punk Casual Shoes,Men,shoes,Casual Shoes,black,Fall,Casual,93
4871,Levis Kids Boy'S Dawson Kidswear,Men,top,Tshirts,red,Summer,Casual,37
32238,Fabindia Women Printed Kurta,Women,top,Kurtas,black,Summer,Ethnic,47
11886,Franco Leone Men Formal Formal Shoes,Men,shoes,Formal Shoes,black,Summer,Formal,79
36698,Hugo Boss Men Xy Perfume,Men,top,Perfume and Body Mist,grey,Spring,Casual,25
59735,Avirate & Brief,Women,top,Briefs,pink,Summer,Casual,48
51558,Fastrack Men Dial Watch,Men,accessory,Watches,silver,Winter,Casual,72
42973,Amante Magenta Swimsuit Wfsd05,Women,bottom,Swimwear,magenta,Winter,Casual,60
23178,Mark Taylor Men Printed T-Shirt,Men,top,Tshirts,yellow,Fall,Casual,23
28590,Peter England Men Leather Belt,Men,accessory,Belts,black,Summer,Casual,76
8680,Fastrack Women Campus Sunglasses,Women,accessory,Sunglasses,brown,Winter,Casual,45
3268,Guerrilla Men'S Judgement Day T-Shirt,Men,top,Tshirts,grey,Summer,Casual,27
22896,Woodland Men Formal Shoes,Men,shoes,Formal Shoes,black,Summer,Formal,63
35821,Enroute Women Heels,Women,shoes,Heels,black,Summer,Casual,60
18305,Wills Lifestyle Men Striped Shirt,Men,top,Shirts,pink,Summer,Casual,44
48475,French Connection Women Printed Dress,Women,top,Dresses,black,Winter,Casual,50
9752,Indian Terrain Men & Checked Linen Modern Fit Smart-Casual Shirt,Men,top,Shirts,grey,Fall,Smart Casual,41
56319,Fastrack Women Watch N9827Pp02,Women,accessory,Watches,black,Winter,Casual,26
15842,Visudh Printed Ethnic Kurta,Women,top,Kurtas,blue,Fall,Ethnic,23
14990,Adidas Men Solid Sweaters,Men,top,Sweaters,black,Fall,Casual,33
38366,Peter England Men Wallet,Men,accessory,Wallets,black,Summer,Casual,18
24739,Murcia Women Laser Cut Handbag,Women,accessory,Handbags,brown,Winter,Casual,35
4429,Wrangler Men'S Rodeo Striper Polo T-Shirt,Men,top,Tshirts,red,Summer,Casual,49
58283,Baggit Women Clutch,Women,accessory,Clutches,gold,Summer,Casual,56
20399,Baggit Women Possible Taj Handbag,Women,accessory,Handbags,brown,Winter,Casual,64
27980,Jockey Zone Men Zone Brief Us14,Men,top,Briefs,black,Summer,Casual,44
17729,Reid & Taylor Men Check Shirt,Men,top,Shirts,grey,Fall,Casual,28
30937,Fabindia Women Printed Kurti,Women,top,Kurtis,green,Summer,Ethnic,27
29026,Adidas Men Villa T-Shirt,Men,top,Tshirts,red,Summer,Sports,43
35479,Bata Men Tech Formal Shoes,Men,shoes,Formal Shoes,brown,Summer,Formal,66
26852,Calvin Klein Women Eternity Perfume,Women,top,Perfume and Body Mist,beige,Spring,Casual,41
13389,United Colors Of Benetton Men Check Shirts,Men,top,Shirts,green,Summer,Casual,35
18761,Arrow Woman Aiyanna Shirt,Women,top,Shirts,white,Fall,Casual,50
9336,Puma Women Heroes Graphic T-Shirt,Women,top,Tshirts,white,Fall,Casual,48
51900,Nyk Women Wallet,Women,accessory,Wallets,black,Summer,Casual,30
9938,Probase Men League Tshirts,Men,top,Tshirts,red,Fall,Casual,41
13987,Puma Men 3.0 Mid Casual Shoes,Men,shoes,Casual Shoes,blue,Fall,Casual,58
34799,Flying Machine Men Woven Belt,Men,accessory,Belts,beige,Summer,Casual,77
12855,Lee Cooper Men Formal Shoes,Men,shoes,Formal Shoes,black,Fall,Formal,55
29214,Fila Women Socks,Women,top,Socks,white,Fall,Sports,45
48223,United Colors Of Benetton Women Sunglasses,Women,accessory,Sunglasses,brown,Winter,Casual,57
30339,Myntra Men Mere Pass Maal Hai T-Shirt,Men,top,Tshirts,red,Summer,Casual,47
9104,Puma Men Tergament Casual Shoes,Men,shoes,Casual Shoes,white,Fall,Casual,64
18553,Catwalk Women Mary Janes Flats,Women,shoes,Heels,blue,Winter,Casual,86
12069,W Women Printed Kurtas,Women,top,Kurtas,white,Fall,Ethnic,44
19481,Quiksilver Men Striped Shorts,Men,bottom,Shorts,black,Summer,Casual,59
38154,Wildcraft Men Husky Jacket,Men,top,Jackets,black,Summer,Casual,39
21079,Clarks Men Supa Step Casual Shoe,Men,shoes,Casual Shoes,brown,Spring,Casual,54
56917,Hm Women Sandals,Women,shoes,Heels,brown,Winter,Casual,91
53459,Catwalk Women Heels,Women,shoes,Heels,silver,Winter,Casual,71
38968,Wildcraft Unisex & Rucksack,Unisex,accessory,Rucksacks,yellow,Summer,Casual,63
53839,Vishudh Women Kurta,Women,top,Kurtas,green,Summer,Ethnic,49
40412,Tonga Women Plum Dress,Women,top,Dresses,pink,Summer,Casual,42
10362,United Colors Of Benetton Women Polo T-Shirt,Women,top,Tshirts,purple,Fall,Casual,43
24157,Aurelia Women Kurta,Women,top,Kurtas,green,Fall,Ethnic,43
25085,Lino Perros Men Wallet,Men,accessory,Wallets,black,Winter,Casual,63
32032,Playboy Men Pack Of 3 Ankle-Length Socks,Men,top,Socks,grey,Summer,Casual,40
5395,Artengo Artengo Bad 414 I Woman,Women,shoes,Sports Shoes,gold,Summer,Sports,91
37540,Madagascar 3 Infant Boys Mittens,Boys,top,Gloves,yellow,Summer,Casual,45
45160,Casio Enticer Men Dial Watch A514 Mtd-1069B-1A1Vdf,Men,accessory,Watches,black,Winter,Casual,70
4247,Probase Men'S I'M So Broke T-Shirt,Men,top,Tshirts,red,Summer,Casual,45
36492,Folklore Women Kurta,Women,top,Kurtas,yellow,Summer,Ethnic,27
21425,Roxy Women Top,Women,top,Tops,pink,Winter,Casual,27
15610,Nike Men Trainng Shorts,Men,bottom,Shorts,black,Fall,Sports,38
16095,M Tv Unisex My Fab Eyewear Sunglasses,Unisex,accessory,Sunglasses,brown,Winter,Casual,29
51752,Catwalk Women Pumps,Women,shoes,Casual Shoes,black,Winter,Casual,68
29648,Indigo Nation Men Striped Shirt,Men,top,Shirts,grey,Summer,Formal,22
35217,Wildcraft Unisex & Oversized Duffel Bag,Unisex,accessory,Duffel Bag,orange,Summer,Casual,29
47637,Carlton London Women Peep Toes,Women,shoes,Heels,yellow,Spring,Casual,55
6510,Tape Men Sandals,Men,shoes,Sandals,black,Winter,Casual,71
18933,Levi'S Men Embroidery Tshirt,Men,top,Tshirts,black,Fall,Casual,43
50680,Chromozome Men Trunks,Men,top,Trunk,white,Summer,Casual,38
3062,Tantra Men'S Vegetarian T-Shirt,Men,top,Tshirts,blue,Summer,Casual,49
12435,Timberland Men Casual Socks,Men,top,Socks,black,Fall,Casual,26
26600,Puma Women Faas 300 Sports Shoes,Women,shoes,Sports Shoes,black,Summer,Sports,97
43297,United Colors Of Benetton Men Shoes,Men,shoes,Casual Shoes,blue,Summer,Casual,57
30765,Fabindia Men Chikankari Silk Kurta,Men,top,Kurtas,beige,Summer,Ethnic,38
9558,Nike Men Tshirts,Men,top,Tshirts,black,Fall,Sports,31
35025,Fabindia Women Mustard Chanderi Hand Printed Stole,Women,top,Stoles,mustard,Summer,Casual,24
51560,Fastrack Men Dial Watch 3062Pp04,Men,accessory,Watches,black,Winter,Casual,55
22092,Numero Uno Men Casual Shoes,Men,shoes,Casual Shoes,black,Summer,Casual,74
23140,Quechua Women Fleece Sweatshirt,Women,top,Sweatshirts,grey,Fall,Casual,38
17375,Arrow Men Formal Tie+Cufflink+Pocket Square - Combo Pack,Men,top,Accessory Gift Set,purple,Fall,Formal,43
47405,Baggit Women Wallet,Women,accessory,Wallets,blue,Summer,Casual,15
6722,Locomotive Men'S Fateeion T-Shirt,Men,top,Tshirts,black,Summer,Casual,29
12607,Jealous 21 Women Solid Shrug,Women,top,Tops,purple,Fall,Casual,21
35819,Enroute Women Bluish Flats,Women,shoes,Heels,grey,Summer,Casual,87
26432,Spice Art Women Leatherette Handbag,Women,accessory,Handbags,brown,Winter,Casual,39
3250,Puma Women Sneakerina Shoe,Women,shoes,Casual Shoes,red,Fall,Casual,74
42177,Lotto Men Futura Sports Shoes,Men,shoes,Sports Shoes,black,Summer,Sports,77
30557,Opium Unisex Sunglasses,Unisex,accessory,Sunglasses,brown,Winter,Casual,55
2382,Tape Men Formal Shoe,Men,shoes,Formal Shoes,black,Winter,Formal,99
10150,Rockport Men Drsp Plaintoe Formal Shoes,Men,shoes,Formal Shoes,black,Fall,Formal,73
57697,Lotus Herbals Wheatnourish Wheatgerm Oil & Honey Massage Creme,Women,top,Face Moisturisers,beige,Spring,Casual,45
24365,Folklore Women Kurta,Women,top,Kurtas,red,Fall,Ethnic,41
40620,Span Women Kurta,Women,top,Kurtas,blue,Summer,Ethnic,49
32200,Fabindia Men Printed Kurta,Men,top,Kurtas,red,Summer,Ethnic,45
4849,Adidas Women Tight Capri,Women,bottom,Capris,black,Summer,Sports,34
11082,Scullers Men Check Shirt,Men,top,Shirts,red,Fall,Casual,36
37772,John Players Men Gingham Shirt,Men,top,Shirts,blue,Summer,Casual,41
44280,Skybags Unisex Backpack,Unisex,accessory,Backpacks,black,Summer,Casual,43
21617,Enamor Women Smooth Skin Bra,Women,top,Bra,beige,Summer,Casual,23
45352,Cobblerz Women Sandals,Women,shoes,Heels,olive,Summer,Casual,75
4075,Numero Uno Women Shoe,Women,shoes,Casual Shoes,green,Summer,Casual,50
48815,Lucera Women Pendant With Chain,Women,accessory,Pendant,silver,Summer,Casual,73
23524,Hugo Boss Xx Women Perfume,Women,top,Perfume and Body Mist,gold,Spring,Casual,30
17711,Vans Unisex Palisades Vulc Casual Shoes,Unisex,shoes,Casual Shoes,beige,Fall,Casual,59
47061,Shree Women & Patiala,Women,bottom,Patiala,brown,Fall,Ethnic,56
34593,Tonga Women Printed Top,Women,top,Tops,pink,Summer,Casual,50
7294,Free Authority Men'S Tattoo Gun Lime T-Shirt,Men,top,Tshirts,yellow,Summer,Casual,29
35441,Doodle Girls Printed Peach Top,Girls,top,Tops,orange,Summer,Casual,46
27184,Mark Taylor Men Striped Trousers,Men,bottom,Trousers,black,Summer,Formal,37
18759,Arrow Woman Aiyanna Shirt,Women,top,Shirts,blue,Fall,Casual,35
54476,Baggit Women Handbag,Women,accessory,Handbags,brown,Summer,Casual,73
12263,Genesis Striped Formal Shirt,Men,top,Shirts,red,Winter,Formal,24
26056,John Miller Men Check Shirt,Men,top,Shirts,black,Summer,Formal,39
51938,Nyk Women Sandy Handbag,Women,accessory,Handbags,brown,Summer,Casual,51
3634,Puma Men Photon Sandal,Men,shoes,Sandals,blue,Winter,Casual,59
42513,Mother Earth Women Kurti,Women,top,Kurtis,red,Summer,Ethnic,43
41396,Wrangler Men & Check Shirt,Men,top,Shirts,green,Summer,Casual,41
56321,Fastrack Women Dial Watch,Women,accessory,Watches,white,Winter,Casual,19
24701,Puma Men Future Cat Casual Shoes,Men,shoes,Casual Shoes,yellow,Fall,Casual,88
1163,Nike Sahara Team India Fanwear Round Neck Jersey,Men,top,Tshirts,blue,Summer,Sports,30
21273,Allen Solly Unisex Sunglasses As123-C1,Unisex,accessory,Sunglasses,black,Winter,Casual,54
59369,Vishudh Women & Kurta,Women,top,Kurtas,black,Summer,Ethnic,36
15046,Adidas Kids Boys Solid Sweatshirts,Boys,top,Sweatshirts,red,Fall,Casual,42
52781,Fiorelli Women Wallet,Women,accessory,Wallets,black,Fall,Casual,30
45736,Folklore Women Kurta,Women,top,Kurtas,black,Summer,Ethnic,28
4411,Beatles Men'S The Beatles Brick Road Violet T-Shirt,Men,top,Tshirts,grey,Summer,Casual,47
37316,Casio Edifice Men Analogue Watch Efr-501D-7Avdf,Men,accessory,Watches,silver,Winter,Casual,76
53653,Kiara Women And Handbag,Women,accessory,Handbags,grey,Summer,Casual,42
56113,Colorbar Flushed Plum Lip Pot 014,Women,top,Lip Gloss,purple,Spring,Casual,35
59967,Avirate Women Dress,Women,top,Dresses,black,Fall,Party,29
32456,Adidas Men Track Pants,Men,bottom,Track Pants,black,Spring,Sports,52
10706,Esprit Women Lissomy Two Tone Watches,Women,accessory,Watches,gold,Winter,Casual,63
37918,Mineral Women Floral Multi Coloured Top,Women,top,Tops,multi,Summer,Casual,21
24533,Mother Earth Women Printed Kurta,Women,top,Kurtas,pink,Fall,Ethnic,45
4623,Jealous 21 Women Knit Teal Top,Women,top,Tops,blue,Summer,Casual,30
41998,Gini And Jony Girls Pretty Blossom Top,Girls,top,Tops,blue,Summer,Casual,24
15274,Nike Men Max Air Backpacks,Men,accessory,Backpacks,black,Fall,Casual,41
39882,Adidas Unisex Backpack,Unisex,accessory,Backpacks,blue,Summer,Casual,43
38950,Palm Tree Girls Top,Girls,top,Tops,white,Summer,Casual,42
53461,Amante T-Shirt Bra,Women,top,Bra,black,Winter,Casual,43
20193,Wrangler Men Seattle Embro Sweatshirt,Men,top,Sweatshirts,grey,Fall,Casual,21
47253,Fcuk Underwear Men Brief,Men,top,Briefs,blue,Summer,Casual,49
6174,Lee Men'S Striper T-Shirt,Men,top,Tshirts,white,Summer,Casual,47
23716,Ray-Ban Men Aviator Sunglasses,Men,accessory,Sunglasses,gold,Winter,Casual,37
9900,Spykar Men Actif Fit Low Waist Jeans,Men,bottom,Jeans,blue,Fall,Casual,57
51336,Raymond Men Socks,Men,top,Socks,beige,Summer,Casual,35
35673,U.S. Polo Assn. Men Shoes,Men,shoes,Casual Shoes,blue,Summer,Casual,96
46381,Adidas Men Printed T-Shirt,Men,top,Tshirts,black,Summer,Casual,32
6948,S.Oliver Women'S Printed Top T-Shirt,Women,top,Tshirts,blue,Summer,Casual,29
13183,Fila Men Dls 96 Sports Shoes,Men,shoes,Sports Shoes,white,Fall,Sports,92
54644,Fastrack Men Dial Watch,Men,accessory,Watches,black,Winter,Casual,35
30301,Myntra Men Back To The 70S T-Shirt,Men,top,Tshirts,beige,Summer,Casual,20
3406,Murcia Women Dotted Handbag,Women,accessory,Handbags,white,Winter,Casual,65
55796,Sdl By Sweet Dreams Women Printed Night Suit 319371,Women,top,Night suits,black,Summer,Casual,30
26264,Proline Men T-Shirt,Men,top,Tshirts,black,Summer,Casual,33
28138,Jockey Sport Men Knit Sport Shorts 9411,Men,bottom,Shorts,black,Summer,Casual,51
50022,Hanes Women Comfortsoft Waistband Cotton - Stretch Lace Capri Leggings,Women,bottom,Leggings,grey,Winter,Casual,45
47095,Marvel Boys Slippers,Boys,shoes,Flip Flops,blue,Fall,Casual,72
34567,Tonga Women Printed Dress,Women,top,Dresses,black,Summer,Casual,44
7260,Rockport Men Flip Flops,Men,shoes,Flip Flops,blue,Fall,Casual,75
46147,Adrika Women Necklace,Women,accessory,Necklace and Chains,orange,Winter,Casual,65
16637,Facit Men Smart Tshirt,Men,top,Tshirts,blue,Summer,Casual,22
31829,Titan Men Dial Watch,Men,accessory,Watches,white,Winter,Casual,51
49933,Hanes Men Pack Of 2 Hip Briefs 83C002-002,Men,top,Briefs,black,Summer,Casual,29
